AQUA 3-7-2018 2-5 01,AQUA 3-7-2018 2-5 01,AQUA 3-7-2018 2-5 01,AQUA 3-7-2018 2-5 02,AQUA 3-7-2018 2-5 02,AQUA 3-7-2018 2-5 02,ORANGE 3-7-2018 2-5 01,ORANGE 3-7-2018 2-5 01,ORANGE 3-7-2018 2-5 01,ORANGE 3-7-2018 2-5 02,ORANGE 3-7-2018 2-5 02,ORANGE 3-7-2018 2-5 02,PINK 3-7-2018 2-5 01,PINK 3-7-2018 2-5 01,PINK 3-7-2018 2-5 01,PINK 3-7-2018 2-5 02,PINK 3-7-2018 2-5 02,PINK 3-7-2018 2-5 02,PINK 3-9-2018 2-5 01,PINK 3-9-2018 2-5 01,PINK 3-9-2018 2-5 01,PINK 3-9-2018 2-5 02,PINK 3-9-2018 2-5 02,PINK 3-9-2018 2-5 02,PINK 3-9-2018 2-5 03,PINK 3-9-2018 2-5 03,PINK 3-9-2018 2-5 03,WHITE 3-7-2018 2-5 01,WHITE 3-7-2018 2-5 01,WHITE 3-7-2018 2-5 01,WHITE 3-7-2018 2-5 02,WHITE 3-7-2018 2-5 02,WHITE 3-7-2018 2-5 02
Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time,Force,Distance,Time
g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec,g,mm,sec
-62.9317141,-164.62,245.855,-33.81037189,-164.62,245.855,-117.8427195,-164.62,245.855,-105.6265633,-164.62,245.855,-32.32962568,-164.62,245.855,-28.38096911,-164.62,245.855,-35.39715325,-164.62,245.855,-35.02970875,-164.62,245.855,-35.64211625,-164.62,245.855,-19.74328286,-164.62,245.855,-20.48365596,-164.62,245.855
-63.79548273,-164.633,245.86,-34.30395396,-164.633,245.86,-118.5830927,-164.633,245.86,-106.3669364,-164.633,245.86,-33.44018534,-164.633,245.86,-28.87455118,-164.633,245.86,-36.00956074,-164.633,245.86,-35.02970875,-164.633,245.86,-36.62196824,-164.633,245.86,-20.48365596,-164.633,245.86,-20.97723803,-164.633,245.86
-64.04227376,-164.645,245.865,-34.30395396,-164.645,245.865,-118.7064882,-164.645,245.865,-106.6137274,-164.645,245.865,-33.56358086,-164.645,245.865,-29.24473773,-164.645,245.865,-34.04985676,-164.645,245.865,-33.55993076,-164.645,245.865,-35.15219025,-164.645,245.865,-20.85384252,-164.645,245.865,-21.10063355,-164.645,245.865
-63.05510962,-164.658,245.87,-33.81037189,-164.658,245.87,-117.9661151,-164.658,245.87,-105.9967498,-164.658,245.87,-32.82320775,-164.658,245.87,-28.62776014,-164.658,245.87,-35.02970875,-164.658,245.87,-34.78474575,-164.658,245.87,-36.25452374,-164.658,245.87,-20.36026045,-164.658,245.87,-20.23686493,-164.658,245.87
-63.79548273,-164.67,245.875,-34.550745,-164.67,245.875,-118.4596971,-164.67,245.875,-106.4903319,-164.67,245.875,-33.1933943,-164.67,245.875,-29.12134221,-164.67,245.875,-34.66226425,-164.67,245.875,-34.66226425,-164.67,245.875,-35.64211625,-164.67,245.875,-21.47082011,-164.67,245.875,-20.48365596,-164.67,245.875
-63.79548273,-164.683,245.88,-34.05716293,-164.683,245.88,-118.4596971,-164.683,245.88,-106.2435409,-164.683,245.88,-32.82320775,-164.683,245.88,-28.99794669,-164.683,245.88,-34.04985676,-164.683,245.88,-34.17233826,-164.683,245.88,-34.41730126,-164.683,245.88,-21.22402907,-164.683,245.88,-20.48365596,-164.683,245.88
-63.79548273,-164.695,245.885,-34.05716293,-164.695,245.885,-118.0895106,-164.695,245.885,-106.4903319,-164.695,245.885,-32.82320775,-164.695,245.885,-28.75115566,-164.695,245.885,-35.39715325,-164.695,245.885,-35.39715325,-164.695,245.885,-35.76459775,-164.695,245.885,-20.97723803,-164.695,245.885,-20.48365596,-164.695,245.885
-63.42529618,-164.708,245.89,-34.18055844,-164.708,245.89,-117.9661151,-164.708,245.89,-106.6137274,-164.708,245.89,-33.06999878,-164.708,245.89,-28.62776014,-164.708,245.89,-35.02970875,-164.708,245.89,-34.53978275,-164.708,245.89,-35.51963475,-164.708,245.89,-20.60705148,-164.708,245.89,-20.97723803,-164.708,245.89
-63.42529618,-164.72,245.895,-34.30395396,-164.72,245.895,-118.2129061,-164.72,245.895,-106.4903319,-164.72,245.895,-32.69981223,-164.72,245.895,-28.75115566,-164.72,245.895,-34.66226425,-164.72,245.895,-34.53978275,-164.72,245.895,-35.76459775,-164.72,245.895,-20.36026045,-164.72,245.895,-20.60705148,-164.72,245.895
-63.79548273,-164.733,245.9,-34.550745,-164.733,245.9,-118.7064882,-164.733,245.9,-106.983914,-164.733,245.9,-32.82320775,-164.733,245.9,-29.12134221,-164.733,245.9,-34.90722725,-164.733,245.9,-35.27467175,-164.733,245.9,-36.00956074,-164.733,245.9,-20.85384252,-164.733,245.9,-20.60705148,-164.733,245.9
